index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,sound_2.started,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 43
4,13,1,0,0.694444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29.npz,,,,,0,271,271,192,,left,green,1.0,2630.136619091034,2630.5042581558228,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
12,8,10,0,0.027777777777778,3.10526315789474,0,0.25,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr69-esr100.npz,,,,,0,272,272,216,,right,red,3.06,2633.9582080841064,2634.331650018692,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
6,1,2,0,0.027777777777778,1.0,0,0.111111111111111,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm11-esm29-rsr0-rcr25-esr29.npz,,,,,0,273,273,68,,left,green,4.47,2639.5751299858093,2639.948441028595,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
2,1,14,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr310.npz,,,,,0,274,274,59,,left,green,2.83,2643.427577018738,2643.7989649772644,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
9,13,6,0,0.444444444444444,1.0,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr100.npz,,,,,0,275,275,13,,left,green,2.36,2647.256256103516,2647.624886989593,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
8,1,10,0,0.25,1.0,0,0.111111111111111,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm29-rsr0-rcr69-esr100.npz,,,,,0,276,276,442,,left,green,2.91,2651.0895850658417,2651.4587750434875,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
13,3,7,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100.npz,,,,,0,277,277,497,,,green,2.91,2656.6966490745544,2657.0701379776,,,4,2656.397443628311,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
1,14,7,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100.npz,,,,,0,278,278,583,,right,red,2.74,2660.5233161449432,2660.8965401649475,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
13,14,7,0,0.111111111111111,3.10526315789474,0,0.25,3.10526315789474,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm310-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm310-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm310-rsr0-rcr11-esr100.npz,,,,,0,279,279,324,,left,green,2.62,2664.381952047348,2664.7530920505524,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
3,8,1,0,0.444444444444444,0.298245614035088,0,0.25,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr29.npz,,,,,0,280,280,230,,left,green,2.46,2668.2096071243286,2668.5787789821625,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
10,1,0,0,0.694444444444444,1.0,0,0.111111111111111,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm29-rsr0-rcr2-esr29.npz,,,,,0,281,281,276,,right,red,2.85,2672.0425910949707,2672.4145951271057,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
4,6,3,0,0.694444444444444,0.298245614035088,0,0.027777777777778,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr29.npz,,,,,0,282,282,344,,right,red,2.45,2675.870514154434,2676.246603012085,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
3,4,13,0,0.444444444444444,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm69-esm29-rsr0-rcr11-esr310.npz,,,,,0,283,283,63,,left,green,2.68,2679.7187719345093,2680.0943191051483,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
11,12,2,0,1.0,1.0,0,0.027777777777778,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr29.npz,,,,,0,284,284,423,,right,red,1.03,2681.8040070533752,,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
12,3,0,0,0.027777777777778,3.10526315789474,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr2-esr29.npz,,,,,0,285,285,502,,left,green,2.24,2685.662786960602,,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
10,0,14,0,0.694444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310.npz,,,,,0,286,286,95,,left,green,4.52,2691.2736461162567,2691.649176120758,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
4,1,9,0,0.694444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm29-rsr0-rcr44-esr100.npz,,,,,0,287,287,7,,left,green,2.37,2695.1245720386505,2695.498667001724,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
12,13,10,0,0.027777777777778,3.10526315789474,0,0.111111111111111,3.10526315789474,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm310-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm310-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm11-esm310-rsr0-rcr69-esr100.npz,,,,,0,288,288,295,,left,green,2.71,2698.971528053284,2699.339597940445,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
7,8,3,0,0.111111111111111,1.0,0,0.25,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr44-esr29.npz,,,,,0,289,289,459,,right,red,2.62,2702.8091990947723,2703.180531024933,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
8,10,9,0,0.25,1.0,0,0.694444444444444,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr100.npz,,,,,0,290,290,342,,right,red,2.26,2706.6809310913086,2707.0509679317474,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
11,8,2,0,1.0,1.0,0,0.25,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm100-rsr0-rcr25-esr29.npz,,,,,0,291,291,406,,right,red,3.15,2710.514573097229,2710.885306119919,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
3,1,6,0,0.444444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.npz,,,,,0,292,292,464,,right,red,2.14,2714.3822860717773,2714.7587990760803,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
4,7,5,0,0.694444444444444,0.298245614035088,0,0.111111111111111,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr100-esr29.npz,,,,,0,293,293,195,,left,green,2.82,2718.23562002182,2718.6128599643707,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
12,10,5,0,0.027777777777778,3.10526315789474,0,0.694444444444444,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm100-rsr0-rcr100-esr29.npz,,,,,0,294,294,470,,right,red,2.65,2722.0725860595703,2722.4452710151672,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
11,8,10,0,1.0,1.0,0,0.25,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm100-rsr0-rcr69-esr100.npz,,,,,0,295,295,67,,right,red,2.82,2725.9236929416656,2726.301023006439,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
4,8,10,0,0.694444444444444,0.298245614035088,0,0.25,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm100-rsr0-rcr69-esr100.npz,,,,,0,296,296,221,,left,green,2.7,2729.751974105835,2730.1227440834045,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
4,10,9,0,0.694444444444444,0.298245614035088,0,0.694444444444444,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm69-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm69-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm69-esm100-rsr0-rcr44-esr100.npz,,,,,0,297,297,516,,right,red,2.72,2733.603919029236,,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
13,3,14,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr25-esr310.npz,,,,,0,298,298,38,,left,green,3.82,2739.232257127762,2739.60848402977,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
2,1,6,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.npz,,,,,0,299,299,171,,right,red,3.95,2744.874524116516,2745.079129934311,,,4,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
6,11,14,0,0.027777777777778,1.0,0,1.0,1.0,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm100-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm100-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm100-rsr0-rcr25-esr310.npz,,,,,0,300,300,262,,right,red,1.0,2793.669434070587,2794.04522895813,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
12,3,5,0,0.027777777777778,3.10526315789474,0,0.444444444444444,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm29-rsr0-rcr100-esr29.npz,,,,,0,301,301,188,,left,green,4.36,2799.286759138108,2799.6587719917297,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
10,7,11,0,0.694444444444444,1.0,0,0.111111111111111,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr100-esr100.npz,,,,,0,302,302,542,,left,green,2.72,2803.158504962921,2803.5485620498657,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
0,5,7,0,0.027777777777778,0.298245614035088,0,1.0,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100.npz,,,,,0,303,303,217,,right,red,2.71,2806.997923135757,2807.3775391578674,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
14,13,3,0,0.25,3.10526315789474,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr44-esr29.npz,,,,,0,304,304,256,,right,red,2.55,2810.8374829292297,2811.208061933517,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
10,4,9,0,0.694444444444444,1.0,0,0.694444444444444,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm69-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm69-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm69-esm29-rsr0-rcr44-esr100.npz,,,,,0,305,305,452,,right,red,2.51,2814.66967701912,2815.0453419685364,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
2,6,13,0,0.25,0.298245614035088,0,0.027777777777778,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310.npz,,,,,0,306,306,388,,left,green,4.19,2820.275202035904,,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
7,8,11,0,0.111111111111111,1.0,0,0.25,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr100.npz,,,,,0,307,307,363,,left,green,1.01,2822.355823993683,2822.7292239665985,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
12,9,13,0,0.027777777777778,3.10526315789474,0,0.444444444444444,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr11-esr310.npz,,,,,0,308,308,529,,right,red,1.13,2824.422158956528,2824.80016207695,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
10,3,0,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29.npz,,,,,0,309,309,203,,right,red,3.66,2830.0208411216736,2830.3998849391937,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
9,0,14,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310.npz,,,,,0,310,310,550,,left,green,2.11,2833.8546590805054,2834.23294210434,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
6,9,5,0,0.027777777777778,1.0,0,0.444444444444444,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm44-esm100-rsr0-rcr100-esr29.npz,,,,,0,311,311,29,,right,red,1.25,2835.9356219768524,2836.399917125702,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
4,2,13,0,0.694444444444444,0.298245614035088,0,0.25,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm29-rsr0-rcr11-esr310.npz,,,,,0,312,312,304,,left,green,2.19,2839.866847991944,2840.2423570156097,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
1,11,14,0,0.111111111111111,0.298245614035088,0,1.0,1.0,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm100-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm100-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm100-rsr0-rcr25-esr310.npz,,,,,0,313,313,399,,right,red,0.8,2841.945095062256,2842.320333957672,,,5,,6,1,lightness,readingArea,realistic,75,2023-03-22_15h06.57.545,tripletExp_regina_11082022,2022.2.4,120.27919727914566,
