index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate
2,6,8,0,0.25,0.298245614035088,0,0.027777777777778,1.0,0,0.25,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr100.npz,,,,,0,247,247,268,,left,green,1.49,958.262475013733,958.75087594986,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
8,6,3,0,0.25,1.0,0,0.027777777777778,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm100-rsr2-rcr44-esr29.npz,,,,,0,248,248,82,,right,red,1.38,960.464718818665,960.824664831162,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,1,3,0,0.111111111111111,3.10526315789474,0,0.111111111111111,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm29-rsr2-rcr44-esr29.npz,,,,,0,249,249,277,,right,red,0.9,962.541939973831,962.894977807999,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
5,9,7,0,1.0,0.298245614035088,0,0.444444444444444,1.0,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr11-esr100.npz,,,,,0,250,250,476,,left,green,1.32,964.597535848618,964.945046901703,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,4,3,0,0.25,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm69-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm69-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm69-esm29-rsr2-rcr44-esr29.npz,,,,,0,251,251,34,,right,red,1.24,966.656399965286,967.012331008911,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,8,11,0,0.027777777777778,3.10526315789474,0,0.25,1.0,0,1.0,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr100.npz,,,,,0,252,252,367,,left,green,2.77,970.500720977783,970.947893857956,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,14,6,0,0.027777777777778,3.10526315789474,0,0.25,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm310-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm310-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm310-rsr2-rcr2-esr100.npz,,,,,0,253,253,151,,left,green,1.55,972.652185916901,973.006250858307,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,5,7,0,0.111111111111111,3.10526315789474,0,1.0,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm29-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm29-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm29-rsr2-rcr11-esr100.npz,,,,,0,254,254,473,,left,green,1.13,974.714151859283,,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,2,9,0,0.25,3.10526315789474,0,0.25,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm25-esm29-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm25-esm29-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm25-esm29-rsr2-rcr44-esr100.npz,,,,,0,255,255,448,,right,red,1.33,976.764787912369,,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
5,9,8,0,1.0,0.298245614035088,0,0.444444444444444,1.0,0,0.25,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr25-esr100.npz,,,,,0,256,256,75,,left,green,2.77,980.58250284195,980.930533885956,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
9,8,7,0,0.444444444444444,1.0,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100.npz,,,,,0,257,257,40,,left,green,0.84,982.638087034226,983.091512918472,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
8,3,14,0,0.25,1.0,0,0.444444444444444,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310.npz,,,,,0,258,258,185,,left,green,1.08,984.785128831863,985.129410028458,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,10,14,0,0.027777777777778,3.10526315789474,0,0.694444444444444,1.0,0,0.25,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr25-esr310.npz,,,,,0,259,259,266,,right,red,0.83,986.817067861557,987.172340869904,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,1,6,0,1.0,1.0,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr100.npz,,,,,0,260,260,91,,right,red,0.93,988.868760824204,989.210525989532,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,14,6,0,0.25,0.298245614035088,0,0.25,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr100.npz,,,,,0,261,261,116,,left,green,1.61,990.9012799263,991.255769014358,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,2,12,0,0.111111111111111,1.0,0,0.25,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr310.npz,,,,,0,262,262,73,,left,green,3.97,996.517051935196,,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
10,2,8,0,0.694444444444444,1.0,0,0.25,0.298245614035088,0,0.25,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100.npz,,,,,0,263,263,348,,right,red,1.15,998.598031044006,998.953686952591,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,6,14,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,0,0.25,3.10526315789474,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr310.npz,,,,,0,264,264,490,,left,green,1.04,1000.655990839,1001.07120203972,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,3,2,0,0.027777777777778,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr29.npz,,,,,0,265,265,173,,right,red,1.07,1002.77693891525,,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,11,1,0,0.027777777777778,0.298245614035088,0,1.0,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr29.npz,,,,,0,266,266,15,,right,red,3.08,1006.61540794373,1006.98730587959,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,9,5,0,0.111111111111111,3.10526315789474,0,0.444444444444444,1.0,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr100-esr29.npz,,,,,0,267,267,288,,right,red,2.59,1010.46548390389,1010.82376098633,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,1,8,0,0.25,3.10526315789474,0,0.111111111111111,0.298245614035088,0,0.25,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm29-rsr2-rcr25-esr100.npz,,,,,0,268,268,64,,right,red,1.2,1012.53346896172,1012.88700389862,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,4,0,0,0.027777777777778,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm29-rsr2-rcr2-esr29.npz,,,,,0,269,269,10,,left,green,3.18,1016.36826395988,1016.72468185425,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,9,12,0,1.0,1.0,0,0.444444444444444,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm100-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm100-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm100-rsr2-rcr2-esr310.npz,,,,,0,270,270,226,,left,green,1.32,1018.43875384331,1018.78297996521,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,8,7,0,0.111111111111111,3.10526315789474,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr11-esr100.npz,,,,,0,271,271,13,,left,green,3.19,1022.25858902931,1022.66763687134,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
6,0,8,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,0,0.25,1.0,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr25-esr100.npz,,,,,0,272,272,125,,left,green,1.12,1024.36446285248,1024.72184801102,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
9,6,7,0,0.444444444444444,1.0,0,0.027777777777778,1.0,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr100.npz,,,,,0,273,273,52,,right,red,1.15,1026.4174349308,1026.75881195068,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
6,10,8,0,0.027777777777778,1.0,0,0.694444444444444,1.0,0,0.25,1.0,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm100-rsr2-rcr25-esr100.npz,,,,,0,274,274,170,,right,red,0.9,1028.48138284683,1028.8468079567,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
6,1,12,0,0.027777777777778,1.0,0,0.111111111111111,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm29-rsr2-rcr2-esr310.npz,,,,,0,275,275,96,,left,green,1.53,1030.56649684906,1030.95822191238,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
1,6,0,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr2-esr29.npz,,,,,0,276,276,210,,left,green,3.07,1034.43768692017,1034.80010199547,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,10,9,0,0.027777777777778,3.10526315789474,0,0.694444444444444,1.0,0,0.444444444444444,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100.npz,,,,,0,277,277,164,,right,red,0.83,1036.50841188431,1036.88424992561,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,4,3,0,0.027777777777778,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr29.npz,,,,,0,278,278,455,,right,red,0.9,1038.58947491646,1038.94842290878,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
6,2,3,0,0.027777777777778,1.0,0,0.25,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm29-rsr2-rcr44-esr29.npz,,,,,0,279,279,29,,right,red,0.76,1040.66745996475,1041.03751397133,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,3,6,0,0.027777777777778,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm44-esm29-rsr2-rcr2-esr100.npz,,,,,0,280,280,314,,right,red,1.02,1042.74269485474,1043.09841799736,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
4,8,3,0,0.694444444444444,0.298245614035088,0,0.25,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29.npz,,,,,0,281,281,467,,right,red,1.28,1044.80832099915,,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,10,6,0,0.111111111111111,1.0,0,0.694444444444444,1.0,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100.npz,,,,,0,282,282,100,,left,green,1.39,1046.88428997993,,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,3,8,0,0.25,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.25,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm29-rsr2-rcr25-esr100.npz,,,,,0,283,283,103,,left,green,1.27,1048.96695995331,1049.31906485558,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,6,11,0,0.111111111111111,1.0,0,0.027777777777778,1.0,0,1.0,1.0,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm100-rsr2-rcr100-esr100.npz,,,,,0,284,284,337,,left,green,1.4,1051.0118470192,1051.36975598335,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,14,1,0,0.444444444444444,0.298245614035088,0,0.25,3.10526315789474,0,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr29.npz,,,,,0,285,285,48,,left,green,1.35,1053.06437301636,1053.43096399307,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,5,6,0,1.0,1.0,0,1.0,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr2-esr100.npz,,,,,0,286,286,188,,right,red,2.97,1056.88316988945,1057.23728394508,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,3,0,0,0.111111111111111,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29.npz,,,,,0,287,287,386,,left,green,1.09,1058.929915905,1059.13414597511,,4,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
6,7,11,0,0.027777777777778,1.0,0,0.111111111111111,1.0,0,1.0,1.0,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm100-rsr2-rcr100-esr100.npz,,,,,0,288,288,244,,left,green,2.81,1184.13212299347,1184.49522781372,,5,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,10,3,0,1.0,1.0,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr29.npz,,,,,0,289,289,6,,left,green,1.08,1186.2021188736,1186.54681801796,,5,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,5,10,0,0.25,3.10526315789474,0,1.0,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr100.npz,,,,,0,290,290,418,,left,green,1.08,1188.25163984299,1188.73315095901,,5,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
