index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,sound_1.stopped,text.stopped,sound_2.started,block,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
6,5,11,0,0.027777777777778,1.0,0,1.0,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm100-esm29-rsr0-rcr100-esr100.npz,,,,,0,292,292,289,,right,red,2.22,932.993017911911,,933.4647669792176,,4,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
12,6,3,0,0.027777777777778,3.10526315789474,0,0.027777777777778,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr29.npz,,,,,0,293,293,139,,left,green,1.13,935.1597068309784,,935.6195089817048,,4,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
8,13,3,0,0.25,1.0,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr44-esr29.npz,,,,,0,294,294,553,,left,green,1.17,937.319056034088,,937.7641048431396,,4,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
10,5,13,0,0.694444444444444,1.0,0,1.0,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr310.npz,,,,,0,295,295,478,,right,red,1.05,939.462189912796,,940.134912967682,,4,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
10,11,9,0,0.694444444444444,1.0,0,1.0,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr44-esr100.npz,,,,,0,296,296,492,,left,green,1.29,941.8279209136964,,942.2862648963928,,4,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
7,8,11,0,0.111111111111111,1.0,0,0.25,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr100.npz,,,,,0,297,297,363,,left,green,0.91,943.9866318702698,,944.4473628997804,,4,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,0,14,0,0.111111111111111,3.10526315789474,0,0.027777777777778,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr310.npz,,,,,0,298,298,278,,left,green,1.04,946.1405968666076,,946.5700068473816,,4,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
11,13,8,0,1.0,1.0,0,0.111111111111111,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr100.npz,,,,,0,299,299,198,,right,red,0.83,948.2608048915864,,948.4661679267884,,4,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
5,3,2,0,1.0,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr29.npz,,,,,0,300,300,143,,right,red,3.27,968.3610978126526,,968.8043909072876,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
2,1,8,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm11-esm29-rsr0-rcr25-esr100.npz,,,,,0,301,301,125,,left,green,1.02,970.5015318393708,,971.0981769561768,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
10,11,0,0,0.694444444444444,1.0,0,1.0,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm100-rsr0-rcr2-esr29.npz,,,,,0,302,302,58,,left,green,0.88,972.801894903183,,973.2629489898682,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
3,0,8,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr100.npz,,,,,0,303,303,510,,left,green,0.88,974.9580869674684,,975.56560587883,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
10,0,14,0,0.694444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310.npz,,,,,0,304,304,95,,left,green,2.94,979.0265579223632,,979.4853208065032,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
7,9,8,0,0.111111111111111,1.0,0,0.444444444444444,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm100-rsr0-rcr25-esr100.npz,,,,,0,305,305,515,,right,red,1.25,981.1791138648988,,981.6969559192656,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
5,4,12,0,1.0,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr310.npz,,,,,0,306,306,82,,left,green,1.12,983.391361951828,,983.860899925232,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
2,4,14,0,0.25,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr25-esr310.npz,,,,,0,307,307,356,,right,red,0.81,985.559455871582,,986.0406188964844,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
5,13,6,0,1.0,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm11-esm310-rsr0-rcr2-esr100.npz,,,,,0,308,308,263,,left,green,0.81,987.7438089847564,,988.216638803482,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
3,9,10,0,0.444444444444444,0.298245614035088,0,0.444444444444444,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr69-esr100.npz,,,,,0,309,309,581,,right,red,1.07,989.919893026352,,990.3632209300996,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
2,10,6,0,0.25,0.298245614035088,0,0.694444444444444,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr100.npz,,,,,0,310,310,4,,left,green,1.17,992.055577993393,,992.6012868881226,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
12,4,9,0,0.027777777777778,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100.npz,,,,,0,311,311,380,,right,red,2.78,996.0609300136566,,996.5277400016784,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
3,0,2,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm29-rsr0-rcr25-esr29.npz,,,,,0,312,312,334,,right,red,1.42,998.2364068031312,,998.7015209197998,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
9,7,10,0,0.444444444444444,1.0,0,0.111111111111111,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100.npz,,,,,0,313,313,508,,left,green,1.26,1000.4095029830931,,1000.872808933258,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
1,12,11,0,0.111111111111111,0.298245614035088,0,0.027777777777778,3.10526315789474,0,1.0,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm310-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm310-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm310-rsr0-rcr100-esr100.npz,,,,,0,314,314,178,,left,green,0.83,1002.562868833542,,1003.000774860382,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
6,0,10,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100.npz,,,,,0,315,315,532,,left,green,0.74,1004.6957049369812,,1005.2473049163818,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
2,4,10,0,0.25,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr69-esr100.npz,,,,,0,316,316,174,,left,green,1.64,1006.9539058208466,,1007.4281349182128,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
3,1,6,0,0.444444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm29-rsr0-rcr2-esr100.npz,,,,,0,317,317,464,,right,red,0.83,1009.1337950229644,,1009.5988199710846,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
4,5,8,0,0.694444444444444,0.298245614035088,0,1.0,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm100-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm100-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm100-esm29-rsr0-rcr25-esr100.npz,,,,,0,318,318,54,,right,red,4.44,1014.8536138534546,,1015.3107588291168,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,8,5,0,0.111111111111111,3.10526315789474,0,0.25,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29.npz,,,,,0,319,319,209,,right,red,3.25,1018.763517856598,,1019.2273478507996,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
7,0,3,0,0.111111111111111,1.0,0,0.027777777777778,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29.npz,,,,,0,320,320,237,,left,green,1.55,1020.938985824585,,1021.414657831192,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
8,10,7,0,0.25,1.0,0,0.694444444444444,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm100-rsr0-rcr11-esr100.npz,,,,,0,321,321,424,,left,green,1.11,1023.1217188835144,,1023.598748922348,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
1,5,7,0,0.111111111111111,0.298245614035088,0,1.0,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100.npz,,,,,0,322,322,197,,right,red,1.28,1025.2961809635162,,,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,6,8,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr100.npz,,,,,0,323,323,340,,right,red,3.17,1029.2036910057068,,1029.6670479774475,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
1,14,7,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr11-esr100.npz,,,,,0,324,324,583,,right,red,1.65,1031.3693759441376,,1031.816249847412,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
1,3,4,0,0.111111111111111,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm29-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm29-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm29-rsr0-rcr69-esr29.npz,,,,,0,325,325,153,,right,red,1.37,1033.5078358650208,,1033.9993278980255,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
1,9,7,0,0.111111111111111,0.298245614035088,0,0.444444444444444,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr100.npz,,,,,0,326,326,397,,right,red,0.88,1035.6912989616394,,1036.1636848449707,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
4,2,9,0,0.694444444444444,0.298245614035088,0,0.25,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm29-rsr0-rcr44-esr100.npz,,,,,0,327,327,479,,left,green,1.51,1037.8580458164215,,1038.3926148414612,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
5,3,0,0,1.0,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr29.npz,,,,,0,328,328,303,,left,green,1.22,1040.0798799991608,,1040.545112848282,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
14,6,2,0,0.25,3.10526315789474,0,0.027777777777778,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29.npz,,,,,0,329,329,272,,right,red,0.93,1042.2478079795835,,1042.6982519626615,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,1,3,0,0.111111111111111,3.10526315789474,0,0.111111111111111,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm11-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm11-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm11-esm29-rsr0-rcr44-esr29.npz,,,,,0,330,330,588,,right,red,1.69,1044.4064288139343,,1044.8467888832092,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
10,3,0,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm29-rsr0-rcr2-esr29.npz,,,,,0,331,331,203,,left,green,1.45,1046.5393979549408,,1047.0011928081512,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
10,7,3,0,0.694444444444444,1.0,0,0.111111111111111,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr44-esr29.npz,,,,,0,332,332,582,,right,red,0.97,1048.7001359462738,,,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
0,8,6,0,0.027777777777778,0.298245614035088,0,0.25,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr100.npz,,,,,0,333,333,92,,right,red,1.33,1050.869241952896,,1051.3449199199677,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
13,8,0,0,0.111111111111111,3.10526315789474,0,0.25,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr29.npz,,,,,0,334,334,429,,left,green,0.87,1053.0398209095,,1053.5019969940186,,5,3,6,lightness,readingArea,realistic,75,2023-03-18_15h26.29.599,tripletExp_regina_11082022,2022.2.4,120.32508943401965,
